id,original_title,genres,budget,revenue,vote_average,vote_count
11281,halloween ii,"['Horror', 'Thriller']",2500000.0,25533818.0,6.4,370.0
10676,halloween iii season of the witch,"['Horror', 'Mystery', 'Science Fiction']",2500000.0,14400000.0,5.0,232.0
11357,halloween 4 the return of michael myers,"['Horror', 'Thriller']",5000000.0,17768757.0,5.9,212.0
11361,halloween 5 the revenge of michael myers,"['Horror', 'Thriller']",5000000.0,11642254.0,5.3,187.0
36599,prom night,"['Horror', 'Mystery', 'Thriller']",1000000.0,14796236.0,6.0,85.0
10585,childs play,"['Horror', 'Thriller']",9000000.0,44196684.0,6.3,605.0
11186,childs play 2,"['Drama', 'Horror']",13000000.0,35763605.0,5.8,323.0
11187,childs play 3,"['Thriller', 'Horror', 'Action']",13000000.0,20560255.0,5.5,274.0
609,poltergeist,['Horror'],10700000.0,122200000.0,7.1,811.0
11133,poltergeist ii the other side,"['Horror', 'Thriller']",19000000.0,40996665.0,5.8,172.0
10306,poltergeist iii,"['Horror', 'Thriller']",10500000.0,14144000.0,4.6,127.0
9552,the exorcist,"['Drama', 'Horror', 'Thriller']",8000000.0,441306145.0,7.5,2046.0
11586,exorcist ii the heretic,"['Horror', 'Thriller', 'Fantasy']",14000000.0,30749142.0,4.5,137.0
941,lethal weapon,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",15000000.0,120207127.0,7.0,1367.0
942,lethal weapon 2,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",25000000.0,227853986.0,6.7,1066.0
943,lethal weapon 3,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",35000000.0,321731527.0,6.4,824.0
927,gremlins,"['Fantasy', 'Horror', 'Comedy']",11000000.0,153083102.0,6.9,1629.0
928,gremlins 2 the new batch,"['Comedy', 'Horror', 'Fantasy']",50000000.0,41482207.0,6.3,664.0
9340,the goonies,"['Adventure', 'Comedy', 'Family']",19000000.0,61503218.0,7.4,1563.0
9342,the mask of zorro,"['Action', 'Adventure']",95000000.0,250288523.0,6.3,1211.0
19,metropolis,"['Drama', 'Science Fiction']",92620000.0,650422.0,8.0,666.0
165,back to the future part ii,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",40000000.0,332000000.0,7.4,3926.0
196,back to the future part iii,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",40000000.0,244527583.0,7.1,2978.0
551,the poseidon adventure,"['Action', 'Adventure']",5000000.0,84563118.0,7.3,274.0
3170,bambi,"['Animation', 'Drama', 'Family']",858000.0,267447150.0,6.8,1450.0
346,七人の侍,"['Action', 'Drama']",2000000.0,271841.0,8.2,892.0
859,dangerous liaisons,"['Drama', 'Romance']",14000000.0,34670720.0,7.1,267.0
841,dune,"['Action', 'Science Fiction', 'Adventure']",40000000.0,30925690.0,6.5,576.0
11051,the last temptation of christ,['Drama'],7000000.0,8373585.0,7.0,206.0
242,the godfather part iii,"['Crime', 'Drama', 'Thriller']",54000000.0,136766062.0,7.1,1589.0
1411,the rapture,"['Mystery', 'Drama']",1227401.0,1277401.0,6.4,15.0
9769,lolita,"['Drama', 'Romance']",62000000.0,1060056.0,7.0,288.0
9424,disturbing behavior,"['Mystery', 'Horror', 'Science Fiction']",15000000.0,17507368.0,5.5,104.0
9835,jane austens mafia,"['Comedy', 'Crime']",10000000.0,19000000.0,5.4,52.0
857,saving private ryan,"['Drama', 'History', 'War']",70000000.0,481840909.0,7.9,5148.0
10957,the black cauldron,['Animation'],25000000.0,21288692.0,6.5,228.0
9570,the black hole,"['Adventure', 'Family', 'Science Fiction', 'Action']",20000000.0,35841901.0,6.1,132.0
65157,cheetah,"['Drama', 'Family']",5000000.0,8153677.0,5.9,10.0
9994,the great mouse detective,"['Comedy', 'Animation', 'Family']",14000000.0,38625550.0,6.9,334.0
10439,hocus pocus,"['Comedy', 'Family', 'Fantasy']",28000000.0,39514713.0,6.5,491.0
11158,honey i blew up the kid,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",40000000.0,58662452.0,4.8,272.0
9354,honey i shrunk the kids,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",32000000.0,222724172.0,6.1,756.0
9631,the negotiator,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",50000000.0,44547681.0,6.8,593.0
1779,roger  me,"['Documentary', 'History']",160000.0,6706368.0,7.4,92.0
10849,the purple rose of cairo,"['Fantasy', 'Comedy', 'Romance']",15000000.0,10631333.0,7.3,206.0
907,doctor zhivago,"['Drama', 'Romance', 'War']",11000000.0,111858363.0,7.4,252.0
11974,the burbs,"['Comedy', 'Horror', 'Thriller']",18000000.0,36602000.0,6.6,312.0
793,blue velvet,"['Crime', 'Drama', 'Mystery', 'Thriller']",6000000.0,8551228.0,7.7,758.0
9325,the jungle book,"['Family', 'Animation', 'Adventure']",4000000.0,205843612.0,7.1,1791.0
10144,the little mermaid,"['Animation', 'Family']",40000000.0,222300000.0,7.2,1921.0
10414,the mighty ducks,"['Comedy', 'Family']",10000000.0,50752337.0,6.4,203.0
12230,one hundred and one dalmatians,"['Adventure', 'Animation', 'Comedy', 'Family']",4000000.0,215880014.0,6.8,1643.0
10693,peter pan,"['Animation', 'Music', 'Family', 'Adventure', 'Fantasy']",4000000.0,87404651.0,7.0,1380.0
11135,the rescuers down under,"['Adventure', 'Animation', 'Crime', 'Family', 'Fantasy']",37931000.0,47431461.0,6.6,303.0
11319,the rescuers,"['Fantasy', 'Family', 'Animation', 'Adventure']",1200000.0,71215869.0,6.7,609.0
13155,return to oz,"['Adventure', 'Family', 'Fantasy']",25000000.0,11137801.0,6.6,122.0
10249,the rocketeer,"['Action', 'Adventure', 'Science Fiction', 'Family']",42000000.0,62000000.0,6.3,265.0
10882,sleeping beauty,"['Fantasy', 'Animation', 'Romance', 'Family']",6000000.0,51000000.0,6.8,1332.0
24808,something wicked this way comes,"['Fantasy', 'Mystery', 'Thriller']",19000000.0,5656087.0,6.6,38.0
2619,splash,"['Comedy', 'Fantasy', 'Romance']",8000000.0,69821334.0,6.1,328.0
97,tron,"['Science Fiction', 'Action', 'Adventure']",17000000.0,33000000.0,6.6,717.0
11675,halloween h20,"['Horror', 'Thriller']",17000000.0,55041738.0,5.7,306.0
19158,graveyard shift,"['Drama', 'Horror']",10500000.0,11582891.0,4.5,52.0
227,the outsiders,"['Crime', 'Drama']",10000000.0,33697647.0,6.9,293.0
87,indiana jones and the temple of doom,"['Adventure', 'Action']",28000000.0,333000000.0,7.1,2841.0
123,the lord of the rings,"['Fantasy', 'Drama', 'Animation', 'Adventure']",4000000.0,30471420.0,6.1,187.0
11336,the dead zone,"['Horror', 'Science Fiction', 'Thriller']",10000000.0,20766616.0,6.9,320.0
9980,maximum overdrive,"['Action', 'Drama', 'Horror', 'Science Fiction']",10000000.0,7433663.0,5.5,170.0
10489,cujo,"['Horror', 'Thriller']",5000000.0,21200000.0,5.7,194.0
10823,children of the corn,"['Drama', 'Fantasy', 'Horror', 'Thriller']",800000.0,14000000.0,5.6,243.0
11497,all dogs go to heaven,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']",13800000.0,27100027.0,6.3,244.0
2907,the addams family,"['Horror', 'Comedy', 'Fantasy']",30000000.0,191502426.0,6.7,871.0
9454,everafter,"['Drama', 'Romance', 'Comedy']",26000000.0,65705772.0,6.8,408.0
8688,snake eyes,"['Crime', 'Mystery']",73000000.0,103891409.0,5.8,331.0
118452,first love last rites,['Drama'],300000.0,40542.0,3.0,1.0
23954,atlantic city,"['Crime', 'Drama', 'Romance']",7200000.0,12729678.0,6.7,58.0
396,whos afraid of virginia woolf,['Drama'],7500000.0,33736689.0,7.8,199.0
16081,doctor dolittle,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Music', 'Romance']",18000000.0,9000000.0,6.0,42.0
11837,watership down,"['Adventure', 'Animation', 'Drama']",1000000.0,3713768.0,7.3,159.0
11704,the secret of nimh,"['Fantasy', 'Animation', 'Drama', 'Family']",7000000.0,14665733.0,7.5,186.0
11639,the dark crystal,['Fantasy'],15000000.0,40577001.0,7.3,233.0
4978,an american tail,"['Drama', 'Family', 'Animation', 'Adventure']",9000000.0,84542002.0,6.6,344.0
11976,legend,"['Adventure', 'Fantasy']",25000000.0,15502112.0,6.2,282.0
15144,sixteen candles,"['Comedy', 'Romance']",6500000.0,23686027.0,6.9,455.0
8393,the gods must be crazy,"['Action', 'Comedy']",5000000.0,60000000.0,7.1,251.0
9320,the avengers,['Thriller'],60000000.0,48585416.0,4.4,205.0
33644,how stella got her groove back,"['Comedy', 'Drama', 'Romance']",20000000.0,37672350.0,6.0,24.0
805,rosemarys baby,"['Horror', 'Drama', 'Mystery']",3200000.0,33395426.0,7.5,892.0
34584,the neverending story,"['Drama', 'Family', 'Fantasy', 'Adventure']",27000000.0,20158808.0,7.0,1031.0
34636,the neverending story ii the next chapter,"['Drama', 'Family', 'Fantasy', 'Adventure']",32000000.0,16283667.0,5.5,193.0
77469,your friends  neighbors,"['Drama', 'Comedy']",5000000.0,4710749.0,5.9,17.0
36647,blade,"['Horror', 'Action']",45000000.0,131183530.0,6.5,1950.0
4011,beetlejuice,"['Fantasy', 'Comedy']",15000000.0,73326666.0,7.1,1475.0
1580,rope,"['Crime', 'Drama', 'Mystery', 'Thriller']",1500000.0,2200000.0,7.8,539.0
5854,family plot,"['Comedy', 'Crime', 'Thriller']",2000000.0,7900000.0,6.7,86.0
573,frenzy,"['Crime', 'Drama', 'Mystery', 'Thriller']",3500000.0,12600000.0,7.2,162.0
2370,topaz,"['Action', 'Drama', 'Mystery', 'Thriller']",4000000.0,6000000.0,6.1,78.0
5780,torn curtain,"['Mystery', 'Thriller']",3000000.0,13000000.0,6.4,120.0
506,marnie,"['Crime', 'Drama', 'Mystery', 'Thriller']",2135161.0,7000000.0,7.2,233.0
22527,the wrong man,"['Crime', 'Drama', 'Mystery']",1200000.0,2000000.0,6.9,105.0
574,the man who knew too much,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",2500000.0,10250000.0,7.3,276.0
11219,the trouble with harry,"['Comedy', 'Mystery', 'Thriller']",1200000.0,7000000.0,6.9,152.0
845,strangers on a train,"['Crime', 'Drama', 'Thriller']",1200000.0,7000000.0,7.6,379.0
3682,54,"['Music', 'Drama']",13000000.0,16757163.0,5.5,138.0
51942,i married a strange person,"['Drama', 'Comedy', 'Animation']",250.0,203.0,7.5,12.0
847,willow,"['Adventure', 'Drama', 'Action']",35000000.0,57269863.0,6.9,484.0
117,the untouchables,"['Crime', 'Drama', 'History', 'Thriller']",25000000.0,76270454.0,7.6,1424.0
11462,suspicion,"['Mystery', 'Thriller']",1103000.0,4500000.0,7.1,140.0
10220,rounders,"['Drama', 'Crime']",12000000.0,22921898.0,6.9,451.0
431,cube,"['Thriller', 'Science Fiction', 'Mystery']",250000.0,501818.0,6.9,1101.0
22796,simon birch,"['Comedy', 'Drama', 'Family']",20000000.0,18253415.0,6.5,52.0
22256,without limits,['Drama'],25000000.0,777423.0,6.4,20.0
12626,broadcast news,"['Comedy', 'Drama', 'Romance']",20000000.0,51249404.0,6.8,101.0
3525,working girl,"['Comedy', 'Drama', 'Romance']",28000000.0,103173635.0,6.5,242.0
2321,married to the mob,"['Comedy', 'Crime', 'Romance']",10000000.0,21486757.0,5.8,67.0
48311,parasite,"['Horror', 'Science Fiction']",800000.0,7000000.0,5.1,8.0
11933,nothing but trouble,"['Comedy', 'Adventure']",40000000.0,8479793.0,5.0,88.0
881,a few good men,['Drama'],40000000.0,243240178.0,7.1,899.0
4478,indecent proposal,['Drama'],38000000.0,266614059.0,5.8,300.0
2109,rush hour,"['Action', 'Comedy', 'Crime', 'Thriller']",33000000.0,244386864.0,6.8,1254.0
24746,sixstring samurai,"['Action', 'Adventure', 'Science Fiction']",2000000.0,124494.0,5.8,36.0
8195,ronin,"['Action', 'Thriller', 'Crime', 'Adventure']",55000000.0,41610884.0,6.8,670.0
9877,urban legend,"['Horror', 'Thriller']",14000000.0,72527595.0,5.6,293.0
24016,the sheltering sky,"['Adventure', 'Drama', 'Romance']",25000000.0,2075084.0,6.4,51.0
1091,the thing,"['Horror', 'Mystery', 'Science Fiction']",15000000.0,19629760.0,7.8,1629.0
10403,the player,"['Comedy', 'Drama']",8000000.0,21706101.0,6.9,169.0
11337,stardust memories,"['Comedy', 'Drama', 'Romance']",10000000.0,10389003.0,6.9,96.0
162,edward scissorhands,"['Fantasy', 'Drama', 'Romance']",20000000.0,53000000.0,7.5,3731.0
8916,antz,"['Adventure', 'Animation', 'Comedy', 'Family']",60000000.0,171757863.0,6.0,1320.0
9429,a night at the roxbury,['Comedy'],17000000.0,30331165.0,5.9,202.0
12159,what dreams may come,"['Drama', 'Fantasy', 'Romance']",85000000.0,71485043.0,6.8,596.0
27791,strangeland,['Horror'],1100000.0,631221.0,4.7,36.0
10156,history of the world part i,['Comedy'],11000000.0,31672907.0,6.5,205.0
10377,my cousin vinny,"['Comedy', 'Drama']",11000000.0,64088552.0,7.3,393.0
4437,2010,"['Thriller', 'Science Fiction']",28000000.0,40400657.0,6.6,290.0
1955,the elephant man,"['Drama', 'History']",5000000.0,26010864.0,7.9,740.0
11932,bride of chucky,"['Horror', 'Comedy']",25000000.0,50671850.0,5.5,366.0
6435,practical magic,"['Drama', 'Fantasy', 'Comedy']",75000000.0,46683377.0,6.3,348.0
10683,happiness,"['Comedy', 'Drama']",3000000.0,2807390.0,7.4,197.0
9425,soldier,"['Action', 'War', 'Science Fiction']",75000000.0,14567883.0,6.1,226.0
637,la vita è bella,"['Comedy', 'Drama']",20000000.0,229400000.0,8.3,3643.0
20701,tales from the darkside the movie,"['Thriller', 'Comedy', 'Fantasy', 'Horror']",3500000.0,16324573.0,5.8,92.0
73,american history x,['Drama'],20000000.0,23875127.0,8.2,3120.0
46889,living out loud,"['Comedy', 'Drama', 'Romance']",12000000.0,12902790.0,5.4,12.0
3033,gods and monsters,['Drama'],10000000.0,6451628.0,6.8,82.0
9882,the siege,"['Drama', 'Action', 'Thriller', 'Crime']",70000000.0,116672912.0,6.1,361.0
10663,the waterboy,['Comedy'],23000000.0,185991646.0,5.9,521.0
4518,elizabeth,"['Drama', 'History']",30000000.0,82150642.0,7.2,346.0
3600,i still know what you did last summer,"['Horror', 'Mystery', 'Thriller']",65000000.0,40002112.0,5.1,381.0
297,meet joe black,"['Fantasy', 'Drama', 'Mystery']",90000000.0,142940100.0,6.9,1174.0
11893,runaway train,"['Action', 'Thriller']",9000000.0,7936012.0,7.0,129.0
14924,sid  nancy,"['Drama', 'Music', 'Romance']",4000000.0,2826523.0,7.0,106.0
9798,enemy of the state,"['Action', 'Drama', 'Thriller']",90000000.0,250649836.0,6.7,1266.0
14444,the rugrats movie,"['Animation', 'Family']",30000000.0,100491683.0,5.8,149.0
9487,a bugs life,"['Adventure', 'Animation', 'Comedy', 'Family']",120000000.0,363258859.0,6.8,2379.0
666,central do brasil,['Drama'],2900000.0,5596708.0,7.6,132.0
692,pink flamingos,"['Horror', 'Comedy', 'Crime']",12000.0,6000000.0,6.2,111.0
39256,godzilla 1985,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",2000000.0,4100000.0,6.7,34.0
244,king kong,"['Action', 'Adventure', 'Drama', 'Horror']",672000.0,10000000.0,7.7,346.0
10730,king kong,"['Adventure', 'Drama']",23000000.0,90614445.0,5.9,179.0
31947,king kong lives,"['Action', 'Horror']",10000000.0,4711220.0,4.6,29.0
8130,desperately seeking susan,['Comedy'],5000000.0,27400000.0,6.0,99.0
9749,fletch,"['Comedy', 'Crime', 'Mystery']",8000000.0,59612888.0,6.8,210.0
14628,fletch lives,"['Comedy', 'Crime', 'Mystery']",8045760.0,35150960.0,5.8,98.0
9626,red sonja,"['Adventure', 'Fantasy', 'Action']",17900000.0,6948633.0,5.0,211.0
10466,the money pit,"['Comedy', 'Romance']",10000000.0,54999651.0,6.2,288.0
707,a view to a kill,"['Adventure', 'Action', 'Thriller']",30000000.0,152427960.0,6.0,515.0
9336,police academy,"['Comedy', 'Crime']",4500000.0,146198896.0,6.5,614.0
9447,babe pig in the city,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",90000000.0,69131860.0,5.3,312.0
12257,home fries,"['Drama', 'Comedy', 'Romance']",15000000.0,10443316.0,4.8,32.0
37536,ringmaster,['Comedy'],3500000.0,9247881.0,3.8,13.0
10029,very bad things,"['Comedy', 'Crime', 'Thriller']",30000000.0,9898412.0,6.2,182.0
11252,psycho,"['Horror', 'Mystery', 'Thriller']",60000000.0,37141130.0,4.8,233.0
200,star trek insurrection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",70000000.0,118000000.0,6.3,402.0
9837,the prince of egypt,"['Adventure', 'Animation', 'Drama', 'Family', 'Music']",70000000.0,218613188.0,6.9,847.0
11545,rushmore,"['Comedy', 'Drama']",9000000.0,17096053.0,7.5,688.0
1934,shakespeare in love,"['Romance', 'History']",25000000.0,289317794.0,6.8,831.0
13764,santa claus the movie,"['Family', 'Fantasy', 'Adventure', 'Science Fiction', 'Comedy']",50000000.0,23717291.0,6.1,58.0
1369,rambo first blood part ii,"['Action', 'Adventure', 'Thriller', 'War']",44000000.0,300400432.0,6.3,884.0
1368,first blood,"['Action', 'Adventure', 'Thriller', 'War']",15000000.0,125212904.0,7.2,1523.0
1370,rambo iii,"['Action', 'Adventure', 'Thriller', 'War']",63000000.0,189015611.0,5.7,703.0
10303,the jewel of the nile,"['Action', 'Adventure', 'Comedy', 'Romance']",25000000.0,96773200.0,6.0,289.0
9326,romancing the stone,"['Action', 'Adventure', 'Comedy', 'Romance']",10000000.0,86572238.0,6.6,477.0
11285,cocoon the return,"['Comedy', 'Drama', 'Science Fiction']",17500000.0,25024919.0,5.4,103.0
1367,rocky ii,['Drama'],7000000.0,200182160.0,6.9,948.0
1371,rocky iii,['Drama'],17000000.0,270000000.0,6.6,894.0
1374,rocky iv,['Drama'],31000000.0,300473716.0,6.6,984.0
1375,rocky v,['Drama'],42000000.0,119946358.0,5.3,688.0
15196,clue,"['Comedy', 'Thriller', 'Crime', 'Mystery']",15000000.0,14643997.0,7.1,377.0
1885,the karate kid,['Drama'],8000000.0,90815558.0,6.9,913.0
8856,the karate kid part ii,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']",113.0,115103979.0,5.9,457.0
5825,national lampoons christmas vacation,['Comedy'],27000000.0,71320000.0,7.1,668.0
9489,youve got mail,"['Comedy', 'Romance']",65000000.0,250821495.0,6.3,859.0
8741,the thin red line,"['Drama', 'History', 'War']",52000000.0,98126565.0,7.2,793.0
9276,the faculty,"['Horror', 'Mystery', 'Science Fiction']",15000000.0,40283321.0,6.2,500.0
10312,patch adams,"['Comedy', 'Drama']",50000000.0,202292902.0,7.0,863.0
9422,a civil action,['Drama'],70000000.0,56702901.0,6.1,113.0
10368,tea with mussolini,"['Comedy', 'Drama', 'War']",12000000.0,21001563.0,5.8,32.0
31662,affliction,['Drama'],6000000.0,6330054.0,5.8,56.0
825,playing by heart,['Drama'],20000000.0,3970078.0,6.6,49.0
9423,virus,"['Horror', 'Action', 'Science Fiction']",75000000.0,14010690.0,5.0,151.0
10658,howard the duck,"['Comedy', 'Fantasy', 'Science Fiction']",37000000.0,37962774.0,5.1,227.0
11815,the fly,"['Drama', 'Horror', 'Science Fiction']",700000.0,3000000.0,6.9,129.0
9426,the fly,"['Horror', 'Science Fiction']",15000000.0,60629159.0,7.1,1038.0
2620,armed and dangerous,"['Action', 'Comedy', 'Crime']",12000000.0,15945534.0,5.3,46.0
30497,the texas chain saw massacre,['Horror'],85000.0,30859000.0,7.1,617.0
16337,the texas chainsaw massacre 2,['Horror'],4700000.0,8025872.0,5.8,142.0
16780,texas chainsaw massacre the next generation,"['Horror', 'Comedy', 'Thriller']",600000.0,185898.0,3.9,96.0
192,the name of the rose,"['Drama', 'Thriller', 'Mystery']",20000000.0,77200000.0,7.2,739.0
10013,peggy sue got married,"['Comedy', 'Drama', 'Fantasy', 'Romance']",18000000.0,41382841.0,5.9,138.0
9671,crocodile dundee,"['Adventure', 'Comedy']",5000000.0,328203506.0,6.3,512.0
11873,the color of money,['Drama'],13800000.0,52293982.0,6.7,297.0
10015,heartbreak ridge,"['Action', 'Comedy', 'Drama', 'War']",15000000.0,42724017.0,6.5,270.0
10314,shes all that,"['Comedy', 'Romance']",10000000.0,103166989.0,5.7,425.0
47139,blood guts bullets and octane,"['Action', 'Comedy', 'Thriller']",7300.0,13674.0,6.0,3.0
11167,peeping tom,"['Horror', 'Thriller']",150000.0,83957.0,7.6,148.0
2112,payback,"['Drama', 'Action', 'Thriller', 'Crime']",90000000.0,161626121.0,6.7,557.0
16172,simply irresistible,['Comedy'],6000000.0,4398989.0,5.5,52.0
11622,blast from the past,"['Comedy', 'Romance']",35000000.0,40263020.0,6.3,247.0
10207,message in a bottle,"['Romance', 'Drama']",80000000.0,118880016.0,5.9,198.0
9849,my favorite martian,"['Comedy', 'Drama', 'Family', 'Science Fiction']",65000000.0,36850101.0,5.1,81.0
18892,jawbreaker,['Comedy'],3000000.0,3076820.0,5.9,93.0
1542,office space,"['Comedy', 'Crime']",10000000.0,12827813.0,7.4,1068.0
15256,200 cigarettes,"['Comedy', 'Drama', 'Romance']",6000000.0,6852450.0,6.1,44.0
8224,8mm,"['Thriller', 'Crime', 'Mystery']",40000000.0,96618699.0,6.1,479.0
8913,pet sematary,"['Drama', 'Horror']",11500000.0,57469467.0,6.4,417.0
10906,pet sematary ii,['Horror'],8000000.0,17092453.0,5.0,107.0
25748,children of the corn ii the final sacrifice,['Horror'],900000.0,6980986.0,4.5,50.0
10671,airport,"['Action', 'Drama', 'Thriller']",10000000.0,100489151.0,6.2,89.0
27932,airport 1975,"['Action', 'Adventure', 'Drama', 'Thriller']",3000000.0,47000000.0,5.5,79.0
7227,airport 77,"['Action', 'Adventure', 'Drama', 'Thriller']",6000000.0,30000000.0,5.8,69.0
5919,the towering inferno,"['Action', 'Thriller']",14000000.0,116000000.0,7.1,230.0
10803,logans run,"['Adventure', 'Action', 'Romance', 'Science Fiction']",9000000.0,25000000.0,6.6,272.0
871,planet of the apes,"['Science Fiction', 'Adventure', 'Drama', 'Action']",5800000.0,33395426.0,7.5,958.0
1685,beneath the planet of the apes,"['Adventure', 'Science Fiction', 'Mystery']",3000000.0,18999718.0,6.2,370.0
1705,battle for the planet of the apes,"['Action', 'Science Fiction']",1700000.0,8844595.0,5.5,220.0
1688,conquest of the planet of the apes,"['Action', 'Science Fiction']",1700000.0,9700000.0,6.1,243.0
1687,escape from the planet of the apes,"['Action', 'Science Fiction']",2500000.0,12348905.0,6.3,270.0
11123,earthquake,"['Action', 'Drama', 'Thriller']",7000000.0,79666653.0,5.6,76.0
29723,the concorde airport 79,"['Action', 'Drama', 'Thriller']",14000000.0,13015688.0,4.7,45.0
9535,analyze this,"['Comedy', 'Crime']",80000000.0,176885658.0,6.4,512.0
9455,the corruptor,"['Action', 'Crime', 'Mystery', 'Thriller']",25000000.0,15156200.0,6.1,60.0
796,cruel intentions,"['Drama', 'Romance', 'Thriller']",10500000.0,75902208.0,6.6,848.0
100,lock stock and two smoking barrels,"['Comedy', 'Crime']",1350000.0,3897569.0,7.5,1671.0
30943,the deep end of the ocean,"['Drama', 'Mystery']",38000000.0,28121100.0,6.0,58.0
7341,the rage carrie 2,"['Horror', 'Thriller', 'Science Fiction']",21000000.0,17762705.0,5.1,79.0
9540,dead ringers,"['Drama', 'Horror', 'Thriller']",13000000.0,8038508.0,7.0,176.0
22345,baby geniuses,"['Science Fiction', 'Comedy', 'Family']",12000000.0,36450736.0,3.3,75.0
1641,forces of nature,"['Romance', 'Comedy']",75000000.0,93888180.0,5.1,141.0
47288,the king and i,"['Animation', 'Drama', 'Family']",25000000.0,12000000.0,5.0,23.0
16520,the king and i,"['Drama', 'Music', 'Romance']",4550000.0,21300000.0,7.3,103.0
16379,the mod squad,"['Action', 'Mystery', 'Thriller']",50000000.0,13260050.0,4.1,37.0
603,the matrix,"['Action', 'Science Fiction']",63000000.0,463517383.0,7.9,9079.0
4951,10 things i hate about you,"['Comedy', 'Romance', 'Drama']",16000000.0,53478166.0,7.3,1768.0
8970,the outoftowners,['Comedy'],75000000.0,29000000.0,5.1,46.0
11660,following,"['Crime', 'Drama', 'Thriller']",6000.0,48482.0,7.2,363.0
9430,go,"['Crime', 'Comedy', 'Thriller']",6500000.0,28451622.0,7.0,198.0
11355,never been kissed,"['Romance', 'Comedy', 'Drama']",25000000.0,84565230.0,5.8,378.0
18764,双龙会,"['Comedy', 'Action']",10000000.0,8359717.0,6.2,72.0
9465,cookies fortune,"['Comedy', 'Drama', 'Thriller']",10000000.0,10920544.0,6.2,35.0
6522,life,"['Comedy', 'Crime']",80000000.0,73345029.0,6.4,179.0
1902,abre los ojos,"['Drama', 'Thriller']",2900000.0,368234.0,7.4,211.0
39964,lost  found,"['Comedy', 'Romance']",1.0,100.0,4.9,26.0
1946,existenz,"['Action', 'Thriller', 'Science Fiction', 'Horror']",15000000.0,2856712.0,6.7,487.0
1844,entrapment,"['Romance', 'Drama', 'Mystery']",66000000.0,212404396.0,6.0,613.0
6552,idle hands,"['Thriller', 'Comedy', 'Horror']",25000000.0,4152230.0,6.1,183.0
3309,mildred pierce,"['Crime', 'Drama']",1453000.0,5638000.0,7.4,81.0
18462,night of the comet,"['Comedy', 'Horror', 'Science Fiction']",3000000.0,14418922.0,6.1,94.0
8592,dick tracy,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",47000000.0,103738726.0,5.9,258.0
564,the mummy,"['Adventure', 'Action', 'Fantasy']",80000000.0,415885488.0,6.6,2796.0
13852,the castle,"['Drama', 'Comedy']",786675.0,861789.0,7.4,69.0
4927,edge of seventeen,"['Comedy', 'Drama', 'Romance']",1500000.0,870751.0,5.7,29.0
1893,star wars episode i  the phantom menace,"['Adventure', 'Action', 'Science Fiction']",115000000.0,924317558.0,6.4,4526.0
1924,superman,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",55000000.0,300218018.0,6.9,1042.0
8536,superman ii,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",54000000.0,190458706.0,6.5,642.0
9531,superman iii,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",39000000.0,75850624.0,5.3,500.0
11411,superman iv the quest for peace,"['Action', 'Adventure', 'Science Fiction']",17000000.0,19300000.0,4.1,327.0
138,dracula,['Horror'],355000.0,1012189.0,7.2,254.0
3035,frankenstein,"['Drama', 'Horror', 'Science Fiction']",291000.0,12000000.0,7.3,295.0
36685,the rocky horror picture show,"['Comedy', 'Horror', 'Music', 'Science Fiction']",1200000.0,112892319.0,7.4,703.0
30168,it came from hollywood,"['Comedy', 'Documentary']",5000000.0,2091037.0,6.0,12.0
8974,the war of the worlds,"['Horror', 'Science Fiction', 'Thriller']",2000000.0,2000000.0,6.8,172.0
509,notting hill,"['Romance', 'Comedy', 'Drama']",42000000.0,363889678.0,7.0,1309.0
1090,the thirteenth floor,"['Thriller', 'Science Fiction', 'Mystery']",16000000.0,18564088.0,6.8,381.0
62676,limbo,"['Adventure', 'Drama', 'Thriller']",8000000.0,1997807.0,7.0,17.0
817,austin powers the spy who shagged me,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",33000000.0,310940086.0,6.1,1034.0
14283,the red violin,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']",18000000.0,9495408.0,7.2,101.0
37135,tarzan,"['Adventure', 'Animation', 'Drama', 'Family']",150000000.0,448000000.0,7.1,1715.0
2275,the generals daughter,"['Crime', 'Drama', 'Mystery', 'Thriller']",60000000.0,149705852.0,6.1,209.0
